,title,description,employer,link,tags,city,date
43,استخدام برنامه‌نویس Golang,در این نقش باید:  توانایی حل مسئله و مواجهه با چالش ها را داشته باشید. توانایی و انگیزه تولید برنامه هایی با قابلیت توسعه پذیری و نگهداشت بالا داشته باشید. با قواعد نوشتن تست واحد (Unit Testing) و چرخه بهبود مستمر کد (Refactoring) آشنا باشید. علاقه مند به آموختن و آموزش دادن باشید. ,همکاران سیستم,https://quera.org//magnet/jobs/w7kmv,"['SQL', 'Git', 'Go', 'Senior', 'تمام وقت']",تهران,۲۵ فروردین ۱۴۰۳،‏ ۱۲:۲۰
44,استخدام توسعه‌دهنده فول استک (JavaScript),در این جایگاه شغلی، شما به عنوان توسعه دهنده فول استک در فرهنگ گستر اقاقیا، بر روی یکی از محصولات شرکت یعنی وب اپلیکیشن «تایم لاین» کار خواهید کرد.از شما انتظار می رود تا در وهله اول ساختار و کدهای موجود را مطالعه و درک کنید، سپس با توجه به درخواست های موجود و برداشت های خودتان از مشکلات احتمالی در جهت بهبود عملکرد و تکمیل موارد مورد نیاز اقدام کنید.شما به عنوان توسعه دهنده ارشد جاوا اسکریپت، باید تجربه کافی در هر دو بخش توسعه بکند و فرانت اند داشته باشید و بتوانید بدون مشکل با توجه به شرایط موجود در هر یک از این دو بخش فعالیت کنید. با توجه به ماهیت اپلیکیشن، آشنایی با حوزه موسیقی و صوت و علاقه مندی به فعالیت در این رابطه، امتیاز مثبت محسوب خواهد شد.روزهای کاری شنبه تا ۴ شنبه و به میزان ۴۰ ساعت در هفته بوده و محل کار در شهر تهران و در محله الهیه و نزدیک به ایستگاه مترو می باشد. لطفا آخرین ورژن از روزمه خودتان را به همراه میزان حقوق درخواستی برای این جایگاه شغلی ارسال کنید تا پس از بررسی و تایید اولیه با شما تماس بگیریم.,فرهنگ گستر اقاقیا,https://quera.org//magnet/jobs/79jkd,"['MongoDB', 'Docker', 'React', 'Node.js', 'Senior', 'تمام وقت']",تهران,۲۵ فروردین ۱۴۰۳،‏ ۱۲:۱۰
45,استخدام برنامه‌نویس ارشد .NET (اصفهان),تیم بک اند وظیفه پیاده سازی هسته اصلی کسب و کار محصولات همکاران سیستم را به عهده دارد.در این تیم، ما به طور روزمره و مداوم با حل مسائل متنوع و پیچیده مواجه هستیم.از پیاده سازی فرآیندهای مشتری گرفته تا بهبود مستمر و افزایش کارایی کدهای جاری.در این نقش باید:  توانایی حل مسئله و مواجهه با چالش های پیچیده را داشته باشید. توانایی و انگیزه تولید برنامه هایی با قابلیت توسعه پذیری و نگهداشت بالا داشته باشید. با قواعد چرخه بهبود مستمر کد (Refactoring) آشنا باشید. علاقه مند به آموختن و آموزش دادن باشید. ,همکاران سیستم,https://quera.org//magnet/jobs/kwgjx,"['OOP', 'Redis', 'C#', 'Senior', 'تمام وقت']",اصفهان,۲۱ فروردین ۱۴۰۳،‏ ۱۵:۴۹
46,استخدام برنامه‌نویس NET. (تهران),در این نقش باید:  به یادگیری علاقمند باشید و خود را با دانش روز همراه سازید. اهل کار تیمی بوده و برای پیشبرد پروژه، همراه و پشتیبان اعضای تیم باشید. با مسائل و چالش های پیش رو دست و پنجه نرم کنید و حل این چالش ها را جز کارهای روزمره خود بدانید. به کیفیت محصول و توسعه پذیر بودن آن متعهد باشید. ,همکاران سیستم,https://quera.org//magnet/jobs/86k79,"['Redis', 'C#', 'OOP', 'Junior', 'تمام وقت']",تهران,۲۱ فروردین ۱۴۰۳،‏ ۱۵:۴۸
47,استخدام برنامه‌نویس ارشد NET. (تهران),تیم بک اند وظیفه پیاده سازی هسته اصلی کسب و کار محصولات همکاران سیستم را به عهده دارد.در این تیم، ما به طور روزمره و مداوم با حل مسائل متنوع و پیچیده مواجه هستیم.از پیاده سازی فرآیندهای مشتری گرفته تا بهبود مستمر و افزایش کارایی کدهای جاری.در این نقش باید:  توانایی حل مسئله و مواجهه با چالش های پیچیده را داشته باشید. توانایی و انگیزه تولید برنامه هایی با قابلیت توسعه پذیری و نگهداشت بالا داشته باشید. با قواعد چرخه بهبود مستمر کد (Refactoring) آشنا باشید. علاقه مند به آموختن و آموزش دادن باشید.     ,همکاران سیستم,https://quera.org//magnet/jobs/9w966,"['Redis', 'C#', 'OOP', 'Senior', 'تمام وقت']",تهران,۲۱ فروردین ۱۴۰۳،‏ ۱۵:۴۷
48,استخدام Software Engineer,"Job DescriptionHermes Capital is seeking talented software engineers and developers to contribute to our innovative solutions in Iran's financial sector, focusing on algorithmic trading engines and Monitoring systems. The role encompasses working collaboratively with multiple teams, overseeing day-to-day development, participating in Architecture and Design processes, and maintaining real-time, mission-critical systems. The position offers the opportunity to expand your knowledge by working on novel applications and contributing significantly to our flagship projects, covering the entire development lifecycle from problem discovery to deployment and maintenance. You will also engage in developing shared components, exploring new technologies, establishing best practices, and mentoring fellow engineers. Qualifications  Background in CE/CS or related fields, either recently graduated or currently enrolled in related programs. Keen problem-solving skills, innovative mindset, and enthusiasm for technological challenges. Good programming skills, with a focus on efficient coding and the ability to make thoughtful decisions. Passionate about learning and staying updated with the latest in system Design, Architecture, and implementation. Understanding of data structures, algorithms, and complexity analysis. Familiarity with different programming paradigms and architectural patterns. Strong team-player mentality and eagerness to collaborate in a dynamic environment. Some experience or exposure to enterprise software Design, development, and Testing is a plus. Ability to manage priorities effectively and work independently when needed. Preferred: Interest or experience in functional programming (e.g., Clojure, Java), JVM technologies, and real-time scalable systems..  Note for Applicants: Don't worry if you don't tick every box. We value potential and willingness to learn as much as experience. If you're a budding programmer or engineer passionate about technology and eager to grow, we encourage you to apply. At Hermes Capital, we support your professional development and offer opportunities to work on exciting projects in the financial sector.",هرمس کپیتال,https://quera.org//magnet/jobs/r7qwq,"['Java', 'Docker', 'Apache Kafka', 'Clojurescript', 'Clojure', 'Junior', 'تمام وقت']",تهران,۲۱ فروردین ۱۴۰۳،‏ ۱۱:۴۶
49,استخدام توسعه‌دهنده Back-end,ایجاد یک فرایند آنلاین و جایگزینی آن بجای فرایند سنتی قبلی به سفارش کارفرما و مصرف کننده نهایی کارفرمای اصلی این پروژه شرکت مپنا میباشد. ما قصد داریم بدلیل حجم زیاد دیتا و همچنین جهت ایجاد هوش مصنوعی و آنالیز فرایندها و گزارشهای چند بعدی از تکنولوژی پایتون برای بک اند استفاده کنیم و تمامی سرویسها و پلتفرم های لازم برای هر چه بهتر اجرا شدن این پروژه لازم داریم,اندیشه پرداز پارس پویا,https://quera.org//magnet/jobs/x7d99,"['Django', 'Database', 'Docker', 'Redis', 'Python', 'Senior', 'تمام وقت']",unknown,۲۰ فروردین ۱۴۰۳،‏ ۱۹:۰۸
50,استخدام توسعه‌دهنده ارشد React.JS,"فناوری دراپ محیطی پویا، آینده نگر و نتیجه محور را ارائه می دهد که شما در آن فرصت کار در تیم های مختلف و امکان رشد و توسعه در مسیر شغلی خود را خواهید داشت. همچنین شما با کار در فناوری دراپ این فرصت را خواهید داشت تا با جدیدترین و نوآورانه ترین تکنولوژی ها، روی بهترین و نوآورانته ترین پروژه ها کار کنید. شرح فعالیت های این موقعیت شغلی:  نوشتن کدهای تمیز، مقیاس پذیر و با قابلیت استفاده مجدد (Clean, Scalable, reusable code) پیاده سازی سمت کاربر (Front-end) پروژه ها با استفاده از کتابخانه React.JS و Bootstrap Integrate کردن رابط کاربری با سرویس های سمت سرور ارائه قابلیت ها از ۰ تا ۱۰۰ به صورت تست شده (تست دستی یا خودکار) توسعه کدها و کتابخانه های مورد نیاز با قابلیت استفاده مجدد برای استفاده در آینده بهینه سازی برنامه ها برای حداکثر کارایی، سرعت و مقیاس پذیری اطمینان حاصل کردن از معتبر بودن تمامی ورودی های کاربر قبل از ارسال ",فناوری دراپ,https://quera.org//magnet/jobs/v7jkr,"['Redux', 'React Hooks', 'Bootstrap 4', 'JavaScript', 'React', 'Senior', 'تمام وقت', 'امکان دورکاری']",گرگان,۲۰ فروردین ۱۴۰۳،‏ ۱۸:۱۴
51,استخدام توسعه‌دهنده ارشد Node.js,"شرح فعالیت ها:  نوشتن کدهای تمیز، مقیاس پذیر و با قابلیت استفاده مجدد (Clean, Scalable, reusable code) طراحی، تولید و توسعه سرویس های سمت سرور نوشتن تست واحد (Unit Test) تحلیل و طراحی نرم افزار و پایگاه داده بر اساس نیازمندی ها ارائه قابلیت ها از ۰ تا ۱۰۰ به صورت تست شده (تست دستی یا خودکار) توسعه کدها و کتابخانه های مورد نیاز با قابلیت استفاده مجدد برای استفاده در آینده بهینه سازی برنامه ها برای حداکثر کارایی، سرعت و مقیاس پذیری تولید مستندات مورد نیاز ",فناوری دراپ,https://quera.org//magnet/jobs/6pm7p,"['JavaScript', 'PostgreSQL', 'MongoDB', 'Node.js', 'Nestjs', 'Senior', 'تمام وقت', 'امکان دورکاری']",گرگان,۲۰ فروردین ۱۴۰۳،‏ ۱۸:۱۳
52,استخدام Senior DevOps Engineer,فناوری دراپ محیطی پویا، آینده نگر و نتیجه محور را ارائه می دهد که شما در آن فرصت کار در تیم های مختلف و امکان رشد و توسعه در مسیر شغلی خود را خواهید داشت. همچنین شما با کار در فناوری دراپ این فرصت را خواهید داشت تا با جدیدترین و نوآورانه ترین تکنولوژی ها، روی بهترین و نوآورانته ترین پروژه ها کار کنید. شرح فعالیت ها:  مدیریت و مانیتورینگ سرورهای لینوکسی و سرویس های شرکت و مشتریان به روزرسانی سرویس ها و نرم افزارهای نصب شده روی سرورها کمک به اعضای تیم فنی جهت نصب و راه اندازی سرویس های مورد نیاز روی سرورها تحلیل، طراحی و پیاده سازی زیرساخت مورد نیاز مشتریان بر اساس نیازمندی آن ها کمک به مهاجرت مشتریان از زیرساخت های سنتی به زیرساخت ابری (پارتنر ابر آروان) کمک به Containerize کردن سرویس های توسعه داده شده مدیریت کلاسترهای Kubernetes طراحی و پیاده سازی Pipelineهای CI و CD ارائه خدمات پشتیبانی به مشتریان و شرکای فنی شرکت ,فناوری دراپ,https://quera.org//magnet/jobs/9w97q,"['Linux', 'Gitlab CI', 'DevOps', 'Docker', 'Kubernetes', 'Senior', 'تمام وقت', 'امکان دورکاری']",گرگان,۲۰ فروردین ۱۴۰۳،‏ ۱۷:۰۸
53,استخدام کارشناس تضمین کیفیت نرم‌افزار QA,فناوری دراپ محیطی پویا، آینده نگر و نتیجه محور را ارائه می دهد که شما در آن فرصت کار در تیم های مختلف و امکان رشد و توسعه در مسیر شغلی خود را خواهید داشت. همچنین شما با کار در فناوری دراپ این فرصت را خواهید داشت تا با جدیدترین و نوآورانه ترین تکنولوژی ها، روی بهترین و نوآورانته ترین پروژه ها کار کنید. شرح فعالیت ها:  کنترل کیفیت و تست محصولات مختلف نرم افزاری تست جعبه سیاه (Black box) تست جعبه سفید (White box) طراحی و اجرای Test Plan و Test Case طراحی و نوشتن تست های اتوماتیک انجام تست های دوره ای پس از هر نسخه بررسی  معیارهای کیفیت نرم افزار بازبینی نیازمندی ها و اسناد طراحی فنی مستندسازی و تهیه گزارش ,فناوری دراپ,https://quera.org//magnet/jobs/w7k8v,"['Testing', 'Postman', 'Selenium', 'Quality Assurance', 'Senior', 'تمام وقت', 'امکان دورکاری']",گرگان,۲۰ فروردین ۱۴۰۳،‏ ۱۷:۰۵
54,استخدام توسعه‌دهنده فول استک (Full-Stack),شرایط کاری برای استخدام نیرو:  سابقه کاری موردنیاز ۲ تا ۴ سال ساعت کاری تمام وقت: شنبه تا چهارشنبه ۹ الی ۱۷ و پنجشنبه ۹ الی ۱۴ همچنین امکان دورکاری وجود دارد سن موردنیاز: ۱۸ تا ۳۰ سال جنسیت: تفاوتی ندارد   ,NilaSoft,https://quera.org//magnet/jobs/79j7d,"['React', 'Gcp', 'Firebase', 'Express', 'Senior', 'تمام وقت', 'امکان دورکاری']",رشت,۲۰ فروردین ۱۴۰۳،‏ ۱۱:۴۲
55,استخدام Junior SQL Developer, آشنایی با پایگاه داده های رابطه ای و قابلیت های SQL Server در نسخه های مختلف توانایی در طراحی و پیاده سازی بانک اطلاعات Server SQL بر اساس نیازمندی های موجود در کسب و کار مسلط به T-SQL و کوئری نویسی های پیشرفته و قابلیت های جدید Server SQL در این خصوص پیاده سازی و توسعه Stored Procedure ها و Function ها و بهینه سازی کارایی آنها مهارت در تحلیل و بهینه سازی کوئری های پیچیده در SQL Server توانایی در ردگیری و تشخیص مشکلات معمول پایگاه داده ها مهارت در به کارگیری Query Execution plan و Query Optimization بهینه سازی و نرمال سازی تراکنش ها و جداول تسلط کامل به مفاهیم کاربردی Index ها و انواع آنها آشنایی کاربردی با مفاهیم ETL و پاکسازی و جابجایی داده ها در پایگاه های داده و سرورهای مختلف آشنایی با روش ها و نکات Backup & Restore در SQL Server  امریهبیمه تکمیلیهمکاری به صورت حضوری است.محل شرکت: ساختمان فناوری شریفروزهای کاری: یکشنبه تا پنجشنبه ۹ الی 18,نارون,https://quera.org//magnet/jobs/g9gqx,"['SQL Server', 'T-SQL', 'SQL', 'Junior', 'تمام وقت']",تهران,۲۰ فروردین ۱۴۰۳،‏ ۱۱:۴۱
56,استخدام Senior Software QA Engineer,ما در دیدار (پیشرو حوزه CRM در ایران) در حال جذب یک متخصص تست نرم افزار هستیم. در این موقعیت شغلی به عنوان یک مهندس تست نرم افزار، شما کیفیت نرم افزار را از طریق تست های دستی و اتوماتیک ارزیابی خواهید کرد و مسئول پیدا کردن و گزارش اشکالات و نواقص نرم افزار هستید. شرح وظایف و مسئولیت ها:  تهیه برنامه های تست و سناریوهای تست دقیق، جامع و با ساختار مناسب اولویت بندی و برنامه ریزی فعالیت های تست اجرای تمامی سطوح تست (سیستم، یکپارچه سازی و رگرسیون) شناسایی، گزارش و پیگیری مشکلات و نواقص نرم افزار بررسی و تحلیل PRDها و User Story ها برای صحت و سنجش پذیری  شرایط احراز:  حداقل ۲ الی ۳ سال سابقه کار به عنوان تستر نرم افزار یا نقش های مشابه دانش قوی از متدولوژی های تضمین کیفیت نرم افزار (QA)، ابزار و فرآیندها آشنایی با تست اتوماتیک و تست API آشنایی با پلتفرم های مختلف نرم افزار (iOS، اندروید و وب) و درک تفاوت های آنها مهارت تفکر انتقادی و حل مساله مهارتهای ارتباطی قوی جهت ارتباط با تیم های مختلف  مزایای شغلی:  کار در محیطی پویا و با ساختار فلت تعامل مستقیم با مدیر دپارتمان پاداش مبتنی بر عملکرد بیمه تکمیلی ,دیدار,https://quera.org//magnet/jobs/kwggx,"['Jira', 'Senior', 'تمام وقت']",تهران,۱۸ فروردین ۱۴۰۳،‏ ۲۱:۳۹
57,استخدام (Senior Back-end Developer (Django,ما در مایکت (به روزترین اپ استور اندرویدی) فعالانه به دنبال ارائه فضایی هستیم تا اعضای تیم هامون بتونن بهترین خودشون باشن. در این مسیر، به همراهی یک توسعه دهنده ی ارشد پایتون نیازمندیم که در تیم ویدئوی مایکت مستقر شده و زمام امور زیر رو به دست بگیره  چهار فاز: تحلیل، طراحی، توسعه، و نگه داشت سرویس های نرم افزار بر اساس Python و Django؛ استفاده از کدهای قبلی و refactor کردن آن ها در صورت نیاز؛ بررسی لاگ های عملکرد کدها در محیط اجرایی، به منظور شناخت و رفع عیوب؛ تعامل با سایر افراد تیم، با هدف حصول شناخت عمیق تر پیرامون نیازمندی های بیزینس.   ,مایکت,https://quera.org//magnet/jobs/6pmmp,"['Back-end', 'Python', 'Django', 'Senior', 'تمام وقت']",unknown,۱۸ فروردین ۱۴۰۳،‏ ۱۶:۰۱
58,استخدام کارآموز برنامه‌نویسی در رشت,ما در تیم درفک تصمیم به جذب همکاران خلاق و با انگیزه در زمینه برنامه نویسی گرفته ایم. اگر هنوز تازه کار بوده و می خواهید به تجربه خود بیفزایید و به یک برنامه نویس موفق تبدیل شوید و یا اینکه در این حوزه از تجربه کافی برخوردار بوده و تمایل به خلق و حل چالش های جدید دارید، می توانید به تیم ما ملحق شوید. آنچه که برای پیوستن به ما لازم است در خود داشته باشید میل به آموختن، خلاقیت، تلاش برای پیشرفت و سخت کوشی است. جنسیت: آقا، خانموضعیت سربازی: پایان خدمتساعات کاری: شنبه تا چهارشنبه ۸ الی ۱۷- پنجشنبه ۸ الی ۱۳:۳۰ ساکن رشت بازه سنی:20 تا 30 سال,ایده پردازان درفک,https://quera.org//magnet/jobs/x7dd9,"['JavaScript', 'HTML', 'CSS', 'Flask', 'Python', 'Intern', 'تمام وقت']",رشت,۱۸ فروردین ۱۴۰۳،‏ ۱۱:۴۹
59,استخدام معلم برنامه‌نویسی اسکرچ,مجموعه ی ابرکلاس به دنبال معلمینی منظم، متعهد و با انگیزه برای آموزش مجازی اسکرچ است. کسی که بتواند با دانش آموزان ارتباط بگیرد و با استفاده از جزوات آموزشی طراحی شده ، آموزش و یادگیری خوبی را در کلاس ها رقم بزند. شرایط کاری  زمان کاری و برگزاری کلاس ها منعطف و مطابق با زمان های اعلامی شما است. جزوات و طرح درس ها طراحی و آماده شده اند. شما با مطالعه و مرور آن ها، برای ارائه ی آن ها در کلاس آماده می شوید. کلاس های به صورت خصوصی و مجازی برگزار می شود و مدت زمان هر کلاس ۵۰ دقیقه است. فعالیت و همکاری شما به حالت دورکاری است. معلمان موظف هستند تا برای مجموعه و والدین گزارش آماده می کنند. حقوق برای هر جلسه ی کلاس تا 60 هزار تومان است.  پیش نیازها  علاقه مندی به ارائه ی درس برای کودکان و نوجوانان و ارتباط با آن ها توانایی مدیریت کلاس خصوصی ,آکادمی برنامه نویسی ابرکلاس,https://quera.org//magnet/jobs/mpgg7,"['Windows', 'Junior', 'پاره وقت', 'امکان دورکاری']",unknown,۱۸ فروردین ۱۴۰۳،‏ ۱۰:۲۳
60,استخدام توسعه‌دهنده Front-end,ما برای تکمیل تیم فنی خود، به دنبال یک توسعه دهنده Front-end با انگیزه و خلاق هستیم تا در کنار یک تیم Back-end، به ما در خلق تجارب کاربری منحصر به فرد و جذاب ملحق شود. اگر به چالش های جدید علاقه دارید، دارای روحیه کار تیمی و به دنبال فرصتی برای یادگیری و رشد شغلی هستید، شما را دعوت می کنیم تا به ما بپیوندید.,Duo Blocks,https://quera.org//magnet/jobs/r7qqq,"['HTML', 'CSS', 'JavaScript', 'React', 'Junior', 'تمام وقت', 'امکان دورکاری']",تهران,۱۸ فروردین ۱۴۰۳،‏ ۱۰:۲۲
61,استخدام برنامه‌نویس سرور (Laravel/Nodejs),از یک نفر برنامه نویس لاراول / PHP با تجربه جهت پشتیبانی و توسعه پروژه های جاری شرکت دعوت به همکاری می کنیم. شما به صورت ساعت های شناور و نیمه حضوری در کنار یک تیم برنامه نویس حرفه ای تیم مشغول به کار خواهید شد. در روش اجرایی تیم ما، مسئولیت پروژه و کار بین تیم تقسیم خواهد شد، چیزی به عنوان مقصر و ... وجود ندارد! همه به هم برای پیشبرد پروژه کمک می کنیم و گاهی جای خالی یکدیگر را پر می کنیم تا تیم همیشه سر حال بماند. همینطور، برای جلوگیری از خستگی و تکراری نشدن تسک ها، افراد تیم را بین پروژه های مختلف در گردش نگه میداریم تا همیشه در حال تجربه مسائل و مباحث جدید بمانیم. امکان همکاری به صورت هیبرید و ساعات شناور نیز می باشد. محل دفتر پروژه جاری: خیابان مطهریاگر تسلط به Laravel و در کنار آن آشنایی به Node.js دارید، خوشحال می شویم در آینده نزدیک شما را در کنار تیم خود ملاقات کنیم.,هوشمند سازان هستی,https://quera.org//magnet/jobs/qpwwx,"['Node.js', 'PHP', 'Laravel', 'Junior', 'تمام وقت', 'حقوق ۱۵,۰۰۰,۰۰۰ تا ۲۰,۰۰۰,۰۰۰', 'امکان دورکاری']",تهران,۱۵ فروردین ۱۴۰۳،‏ ۱۸:۰۶
62,استخدام کارآموز #C و JS,یک فرصت برای کار آموزی برای افراد با تجربه در زمینه برنامه نویسی C# پیش آمده است! اگر میخواهید تجربه درک مفاهیم نرم افزاری را بر بستر زبان برنامه نویسی C# خود را تقویت کنید، در این همکاری حین کار روی پروژه های واقعی و فعال، در کنار یکی از برنامه نویسان حرفه ای تیم ما تجربه بسیار خوبی کسب خواهید کرد. چراکه در صورت پشتکار و همراهی شما، امکان استخدام در هر یک از شرکت های مالک نرم افزار های تولید شده و یا دیگر شرکت های نرم افزاری وجود خواهد داشت. بعد از ۲ ماه، به راحتی با تجربه و رزومه ی جمع شده خود میتوانید در خیلی از موقعیت های شغلی برنامه نویسی دیگر مشغول به کار حرفه ای شوید و ما شما را در این مراحل نیز همراهی خواهیم کرد. در حین این مدت، باید صبور و تلاشگر باشید، همچنین از کار روی سورس کد هایی با زبان های برنامه نویسی دیگر نیز ترسی نداشته باشید، مطمئن باشید با مسیری که برای شما چیده خواهد شد، با درک عمیق از مفاهیم نرم افزاری میتوانید به راحتی مشکلات نرم افزاری را درک و حل کنید و میتوانید بعد از آن با تیم ها و نفرات برنامه نویس دیگر زبان های برنامه نویسی نیز به خوبی ارتباط برقرار کنید. همچنین آموزش خواهید دید تا نیاز های کارفرمایان غیر فنی را چطور به یک نرم افزار تبدیل و رضایت آنها را به سادگی جلب کنید! ** لازم به ذکر است، جهت امکان همکاری، نیاز دارید تا تسلط نسبی به c# و .NET Core، و نیز آشنایی با JS داشته باشید. محدوده ی دفتر: میدان فردوسی,هوشمند سازان هستی,https://quera.org//magnet/jobs/v7jjr,"['CSS', 'HTML5', 'JavaScript', 'C#', 'Intern', 'تمام وقت']",تهران,۱۵ فروردین ۱۴۰۳،‏ ۱۸:۰۴
63,استخدام برنامه‌نویس Flutter,اینبار میخواهیم یک تیم فنی تازه نفس برای یک استارت آپ بلوغ یافته بچینیم. از یک نفر برنامه نویس فلاتر با تجربه، دعوت می کنیم تا با پیوستن به تیم ما، ما را در پشتیبانی و توسعه پروژه فلاتر وب جاری شرکت همراهی کند. نحوه همکاری به صورت ساعات کاری شناور و سطح تعامل برای همکاری با فرد توانمند و با انگیزه بسیار بالا خواهد بود. پس اگر آماده ورود به یک تیم نرم افزاری جوان و با انگیزه هستید خوشحال میشویم رزومه شما را دریافت کنیم. محل دفتر پروژه : خیابان مطهری,هوشمند سازان هستی,https://quera.org//magnet/jobs/w7kkv,"['Flutter Web', 'Flutter GetX', 'Flutter', 'Dart', 'Junior', 'پاره وقت', 'حقوق ۱۵,۰۰۰,۰۰۰ تا ۲۰,۰۰۰,۰۰۰']",تهران,۱۵ فروردین ۱۴۰۳،‏ ۱۸:۰۲
64,استخدام کارآموز Node.js,ما در تیممون ، به دنبال کارآموز پر انرژی و فعالی هستیم که عاشق سرور و بک ساید (BackEnd) است؛ از دیدن صفحه سیاه سرورهای لینوکسی خسته نمی شه و با حل مسائل انتزاعیدر معماری پایگاه داده مشکلی نداره. با استفاده از تکنولوژی های JavaScript علاقه ی بسیاری به یادگیری هرچه بیشتر NodeJS داره و با صبر و حوصله مداوم، مستندات زبان اصلی پروژه ها را مطالعه می کنه.دید ما به این همکاری بلند مدت بوده و دوران کارآموزی به علت همکاری در پروژه های واقعی نیازمند جدیت و کارتیمی قوی می باشد.   شرایط عمومی  امکان همکاری به صورت تمام وقت (حداقل 40 ساعت در هفته) علاقه مند به یادگیری و به روز رسانی دانش فردی خلاق ، پویا و با انگیزه و سرعت عملکرد بالا بسیار منظم و بسیار مسئولیت پذیر توانایی انجام کار گروهی   ,نادین سافت,https://quera.org//magnet/jobs/79jjd,"['JavaScript', 'MySQL', 'Express', 'Nestjs', 'Node.js', 'Intern', 'تمام وقت']",unknown,۱۵ فروردین ۱۴۰۳،‏ ۰:۲۳
65,استخدام توسعه‌دهنده بک‌اند (Laravel),برنامه نویس بک اند ، حضوری و تمام وقت در غرب شهر تهران ما در حال جستجو برای یک برنامه نویس بک اند با تجربه هستیم که بتواند به توسعه وب سایت ها و اپلیکیشن ها کمک کند. ما شرکتی هستیم که با استارتاپ ها همکاری می کنیم و در حال تولید محصولات متنوع خود می باشیم. اگر شما توانایی کدنویسی با تکنولوژی های مدرن را دارید و علاقه دارید با تیم ما به چالش های جدید پی ببرید، منتظر شنیدن از شما هستیم.,رادین تک,https://quera.org//magnet/jobs/g9ggx,"['WebSocket', 'Redis', 'Postman', 'MySQL', 'Laravel', 'Junior', 'تمام وقت', 'حقوق ۱۷,۰۰۰,۰۰۰ تا ۲۰,۰۰۰,۰۰۰']",تهران,۱۵ فروردین ۱۴۰۳،‏ ۰:۲۲
66,استخدام توسعه‌دهنده Front-end,شرکت امیدفضا بعنوان یک شرکت دانش بنیان، در حوزه طراحی و ساخت ماهواره فعالیت دارد. پروسه طراحی و ساخت به طور کامل در این شرکت انجام می شود. ماهواره مورد نظر پس از پرتاب برای ارائه خدمات خود نیازمند پلتفرم های نرم افزاری برای ارائه ارزش خود به عموم مردم و کسب و کار های می باشند. تیم نرم افزاری امیدفضا متشکل از تخصص های مختلف در حال توسعه این پلتفرم ها می باشند. برای بخش Front نیازمند فردی با مشخصات اشاره شده هستیم,گروه نوآور امیدفضا,https://quera.org//magnet/jobs/kwgpx,"['JavaScript', 'CSS', 'HTML5', 'React', 'Next.js', 'Senior', 'تمام وقت']",تهران,۱۰ فروردین ۱۴۰۳،‏ ۲۲:۰۵
67,استخدام Full Stack Developer .NET Core,ما در حال حاضر به دنبال یک Full Stack Developer .NET Core با تجربه کاری مفید در توسعه ی نرم افزارهای تحت وب هستیم. در این فرصت شغلی، شما همراه با تیم توسعه همکاری می کنید تا پروژه های ایده پرداز را توسعه دهید.,ایده پرداز تجارت الکترونیک,https://quera.org//magnet/jobs/w7qr9,"['C#', 'SQL Server', 'Entity Framework', '.NET Core', 'ASP.NET Web API', 'Junior', 'تمام وقت']",تهران,۲۰ اسفند ۱۴۰۲،‏ ۱۱:۱۴
68,استخدام برنامه‌نویس Back-end,*************************** لطفا در صورتیکه در اصفهان سکونت دارید، رزومه ارسال نمایید. ******************************** ما به نیرویی با انگیزه و باتجربه در زمینه برنامه نویسی go با حداقل ۳ سال سابقه کار و شرایط زیر نیاز داریم. نیروهای ما در محیطی فعال با تکنولوژی های نوین مدیریت پروژه و انواع روش های جدید توسعه کار می کنند. لذا، افرادی که به این مباحث آشنا باشند و یا مشتاق به یادگیری باشند، در اولویت انتخاب خواهند بود.,مهندسی ارتباطی پیام پرداز,https://quera.org//magnet/jobs/jqgd8,"['Linux', 'Git', 'Microservices', 'REST', 'Go', 'Senior', 'تمام وقت']",اصفهان,۷ فروردین ۱۴۰۳،‏ ۱۴:۴۹
