,title,description,employer,link,tags,city,date
82,استخدام منتور بوت‌کمپ Cyber Security,ما در کوئرا به دنبال یک منتور و توسعه دهنده خلاق، با تجربه و علاقه مند به آموزش در زمینه Cyber Security هستیم که هم تسلط بالایی بر حوزه امنیت داشته باشه و هم با مهارت هاش در زمینه آموزش برنامه نویسی ما رو در ساختن جامعه ای برای برنامه نویسان همراهی کنه. بهار امسال دوره جدید بوت کمپ های کوئرا در زمینه آموزش Cyber Security برگزار می شه و شما در این بوت کمپ ها وظیفه حضور در جلسات دیلی، آموزش مباحث به شرکت کنندگان، پاسخگویی به سوال هاشون و همراهی شون در زمان انجام پروژه های بوت کمپ رو دارید. در کنار این تسک ها لازمه تا در آماده سازی و طراحی تمرین ها و پروژه های بوت کمپ هم کمک و هراهی بدید. این موقعیت شغلی به صورت پارت تایمه و شما حتی با زمان  گذاری به اندازه ۵۰ ساعت در ماه هم می تونید واردش بشید! اگه آموزش برنامه نویسی براتون جذابه و دوست دارید به دیگران کمک کنید تا بهتر برنامه نویسی رو یاد بگیرن، مشتاقیم که با هم بیشتر آشنا بشیم :)),Quera,https://quera.org//magnet/jobs/g9g99,"['Back-end', 'Security', 'Network', 'Junior', 'پاره وقت', 'امکان دورکاری']",unknown,۱۹ اسفند ۱۴۰۲،‏ ۱۶:۱۰
83,استخدام کارشناس برنامه‌نویسی Odoo,فرصت شغلی : در تیم نرم افزار سوپرپایپ امکان آن فراهم شده تا در پروژه های بزرگ سازمانی و توسعه ماژول های Odoo همکاری کنید. ما به یک برنامه نویس اودوو با تجربه برای پیوستن به تیم برنامه نویسی خود نیاز داریم. مسئولیت های او شامل طراحی، کدنویسی و بهبود برنامه ها و اپلیکیشن ها می شود. به عنوان یک برنامه نویس، باید بتوانید با کدنویسی درست، به شرکت اطمینان دهید که نیازهایش در زمینه ایجاد برنامه ها و وب سایت ها مورد نیاز برطرف می شود. وظایف و مسئولیت ها در پروژه :  نوشتن اپلیکیشن های کاربردی و آزمون پذیر همکاری با تیم های داخلی برای شناسایی نیازمندی های سیستم طراحی رابط کاربری به روزرسانی و ارتقای برنامه های فعلی انجام آزمایشات دوره ای و رفع اشکال، به منظور به حداکثررساندن کارایی برنامه ایجاد اسناد فنی برای پشتیبانی کاربر پیروی از اصول امنیتی به روزبودن با پیشرفت های صنعت  تکنولوژی ها  Odoo Python PostgreSQL  متودولوژی :  اسکرام,سوپرپایپ اینترناشنال,https://quera.org//magnet/jobs/79j6q,"['JavaScript', 'Python', 'Qweb', 'Odoo', 'Erp', 'Junior', 'تمام وقت']",تهران,۱۹ اسفند ۱۴۰۲،‏ ۱۵:۰۸
84,استخدام منتور بوت‌کمپ Linux,ما در کوئرا به دنبال یک منتور و توسعه دهنده خلاق، با تجربه و علاقه مند به آموزش در زمینه Linux هستیم که هم تسلط بالایی در کار با Linux داشته باشه و هم با مهارت هاش در زمینه آموزش برنامه نویسی ما رو در ساختن جامعه ای برای برنامه نویسان همراهی کنه. بهار امسال دوره جدید بوت کمپ های کوئرا در زمینه آموزش Linux برگزار می شه و شما در این بوت کمپ ها وظیفه حضور در جلسات دیلی، آموزش مباحث به شرکت کنندگان، پاسخگویی به سوال هاشون رو دارید. در کنار این تسک ها لازمه تا در آماده سازی و طراحی تمرین ها و پروژه های بوت کمپ هم کمک و هراهی بدید. این موقعیت شغلی به صورت پارت تایمه و شما حتی با زمان  گذاری به اندازه ۵۰ ساعت در ماه هم می تونید واردش بشید! اگه آموزش برنامه نویسی براتون جذابه و دوست دارید به دیگران کمک کنید تا بهتر برنامه نویسی رو یاد بگیرن، مشتاقیم که با هم بیشتر آشنا بشیم :)),Quera,https://quera.org//magnet/jobs/pp6px,"['Linux', 'Junior', 'پاره وقت', 'امکان دورکاری']",unknown,۱۹ اسفند ۱۴۰۲،‏ ۱۵:۰۵
85,استخدام توسعه‌دهنده Front-end (اصفهان),ما در شرکت سبحان تلاش می کنیم به کمک توسعه دهندگان ماهر و باانگیزه و با به کارگیری شیوه های کارآمد همکاری تیمی، توان فنی مورد نیاز را برای انجام مطلوب و باکیفیت پروژه های نرم افزاری تأمین کنیم.بدین منظور، تمایل به همکاری با نیروهای توان مند، خلاق، علاقه مند به کار تیمی و متعهد داریم.,سبحان,https://quera.org//magnet/jobs/mpgpd,"['React', 'Senior', 'تمام وقت']",اصفهان,۱۹ اسفند ۱۴۰۲،‏ ۹:۳۵
86,استخدام برنامه‌نویس Back-end (Senior Level),"ما در مجموعه مهندسی نرم افزار رایورز جهت تکمیل تیم خود نیازمند همکاری خلاق، بادقت و پر انرژی جهت "" برنامه نویس بک اند (Senior Level)""، به صورت تمام وقت با مشخصات و مهارت های ذیل هستیم. مسئولیت ها  تولید کدهای تست پذیر، قابل نگهداشت و قابل استفاده مجدد همکاری و تعامل اثربخش با اعضای تیم، مالک محصول و مدیر فنی ارائه راه حل های ساده، کارا و خلاقانه برای مسائل پیچیده دیباگ و رفع خطا ",رایورز,https://quera.org//magnet/jobs/r7qjr,"['C#', 'SQL Server', 'OOP', 'OWIN', 'ASP.NET Core', 'Senior', 'تمام وقت']",تهران,۱۶ اسفند ۱۴۰۲،‏ ۱۲:۵۳
87,استخدام برنامه‌نویس (Angular) Front-end,"ما در مجموعه مهندسی نرم افزار رایورز جهت تکمیل تیم پروژه های نوین خود نیازمند همکاری خلاق، بادقت و پر انرژی جهت "" برنامه نویس Front-end "" مسلط به Angular، به صورت تمام وقت با مشخصات و مهارت های ذیل هستیم.",رایورز,https://quera.org//magnet/jobs/qpwjg,"['Angular', 'Junior', 'تمام وقت']",تهران,۱۶ اسفند ۱۴۰۲،‏ ۱۲:۴۹
88,استخدام برنامه‌نویس ASP.NET Core,شرکت مهندسی فناوری های نوین پایوند، شرکت تخصصی گروه همکاران سیستم و بازوی فن آوری این شرکت، به منظور تکمیل تیم توسعه سیستم اینترنت اشیاء صنعتی (IIoT) خود نیاز به برنامه نویس دارد. در این تیم نیاز است که بعنوان یک برنامه نویس، مفاهیم کلی سیستم و فضای مسئله را درک کرده تا متناسب با آن بتوانید پیاده سازی درستی از نیازمندی ها داشته باشید. در این راستا علاوه و بر تسلط کافی در حوزه .NET و مباحث وب، لازم است با مفاهیم IoT، چگونگی ارتباط با سخت افزار های مختلف و کار با SDK های آن ها آشنایی لازم را داشته باشید.,مهندسی فناوری‌های نوین پایوند همکاران سیستم,https://quera.org//magnet/jobs/jqg6j,"['SQL Server', 'ASP.NET Core', 'IoT', 'Senior', 'تمام وقت']",تهران,۱۵ اسفند ۱۴۰۲،‏ ۱۸:۵۷
89,استخدام مالک محصول (Product Owner),در حال حاضر شرکت TexReady در زمینه ارایه خدمات متنی هوشمند فعالیت می کند. تمرکز اصلی پروژه بر روی ارایه سرویس های مبتنی بر فرمت نوشتاری LaTeX می باشد. براین اساس کاربر بدون نیاز به نصب و راه اندازی نرم افزار LaTeX و سرویس های مربوطه، می تواند به صورت برخط و با بهره مندی از سایر مکانات ارایه شده، از این فرمت نوشتاری استفاده نماید. در حال حاضر این سامانه در حال ارایه سرویس لاتک آنلاین به دانشجویان برخی دانشگاه های کشور می باشد و مطابق با اهداف مجموعه این سامانه قرار هست بر روی تمامی دانشگاه های کشور خدمات موردنیاز را ارایه دهد. از ویژگی های این فرصت شغلی آشنایی با تکنولوژی های روز در حوزه توسعه نرم افزار می باشد. مخاطبان این سامانه را اکثرا جامعه دانشگاهی شامل دانشجویان و اساتید و همچنین حوزه نشر از جمله مولفین و برخی شرکت ها تشکیل می دهند. در حال حاضر به منظور ارایه سرویس های متنوع و پیشرو، این مجموعه در صدد جذب نیروهای کارآمد و متخصص در این حوزه می باشد.,TexReady,https://quera.org//magnet/jobs/9w9q7,"['Microservices', 'DevOps', 'Agile', 'React', 'Go', 'Junior', 'پاره وقت', 'امکان دورکاری']",تهران,۱۵ اسفند ۱۴۰۲،‏ ۱۸:۵۶
90,استخدام مدیر شبکه و سیستم (امریه سربازی - اصفهان),ما در شرکت PartoTech با بیش از ۱۴ سال سابقه اجرای پروژه های بزرگ، فرصتی برای تجربه کارآموزی حرفه ای و امریه سربازی برای رشته های فنی و مهندسی به شما ارائه میکنیم.🔹 در پروژه های پیشرو نقش فعال خواهید داشت و فرصت یادگیری و کسب تجربه را پیدا خواهید کرد.🔹 نیازی به سابقه ی کاری زیاد نیست، تنها کافی است شور و اشتیاق فراوان همراه با ویژگی های زیر را داشته باشید:🔹 حداقل یکسال معافیت سربازی داشته باشید🔹 روحیه مسئولیت پذیر داشته باشید و متعهد برای به سرانجام رساندن کارها باشید🔹 داشتن انضباط و برنامه ریزی در انجام کارها🔹 توانایی کار تیمی و ارتباط موثر با دیگران🔹 در کنار افراد با تجربه، با جدیدترین فناوری ها از جمله موارد زیر درگیر خواهید شد:🔹 معماری توزیع شده🔹 معماری میکرو سرویس🔹 لینوکس و محیط های کانتینر سازی شده🔹 سرویس های توزیع شده جغرافیایی🔹 سرویس های ناهمگون که دسترسی همزمان بالا دارند,پرتو تک سامانه,https://quera.org//magnet/jobs/g9gr9,"['Docker', 'Linux', 'Network', 'Intern', 'تمام وقت']",اصفهان,۱۴ اسفند ۱۴۰۲،‏ ۱۶:۱۷
91,استخدام Python Developer,شرکت دانش بنیان طراحی شبیه سازی هوشمند شریف (طه) برای تکمیل تیم فنی خود به دنبال یک هم تیمی برای توسعه یک نرم افزار تحت وب با زبان پایتون در حوزه بازارهای مالی و سرمایه گذاری است. موقعیت کاری تمام وقت، به صورت حضوری (با امکان هماهنگی دورکاری برای بخشی از زمان) و در محله طرشت تهران می باشد. ,دانش‌بنیان طراحی و شبیه‌سازی هوشمند شریف (طه),https://quera.org//magnet/jobs/kwgqm,"['SQL', 'Python', 'Junior', 'تمام وقت']",تهران,۱۴ اسفند ۱۴۰۲،‏ ۱۶:۱۴
92,استخدام PHP Full Stack Developer,"شرکت رایان پرسیس ، برای تکمیل کادر فنی خود، نیاز به برنامه نویس وب دارد. ""برنامه نویس PHP "" در پیش برد اهداف توسعه و سفارشی سازی قالب ها و بهبود عملکرد سایت و سیستم اختصاصی ویژه مشتریان مان به ما کمک خواهد کرد.",rayanpersis,https://quera.org//magnet/jobs/mpgmd,"['JavaScript', 'API', 'PHP', 'WordPress', 'Senior', 'تمام وقت', 'امکان دورکاری']",unknown,۱۴ اسفند ۱۴۰۲،‏ ۱۱:۳۳
93,استخدام مدیر محصول,محصولات شرکت نآد در راستای ارائه ی راهکارهای امن و سریع با روش طراحی توأمان سخت افزار/نرم افزار (Hardware/Software Codesign) می باشد. هسته ی نرم افزاری محصولات بر روی سیستم های Embedded و در محیط bare-metal و به زبان C/C++ می باشد. در استانداردهای توسعه نرم افزار شرکت نآد تست و ارزیابی از اجزای اصلی هر task به شمار می آید که در فرآیند هایی خودکار به طور مداوم اجرا شده و مورد بررسی قرار می گیرند.‫طراحی و پیاده سازی نرم افزار در چنین محیطی مستلزم تسلط و تجربه در لایه های پایین نرم افزاری می باشد و گاهی نیز با چالش هایی جذاب و آموزنده همراه است.‫از جمله وظایف مورد انتظار شرکت موارد زیر می باشد:  تدوین نیازمندی ها و آماده سازی پروپوزال به کمک برنامه نویسان ارشد زمان بندی و اولویت بندی وظایف محصول هدایت محصول در زمان بندی های تعیین شده ارزیابی سرعت توسعه اطمینان از کیفیت محصول و انتقال دانش (مدیریت دانش) ,نآد,https://quera.org//magnet/jobs/r7qgr,"['Jira', 'Redmine', 'Systems Programming', 'Scrum', 'Network', 'Senior', 'تمام وقت']",تهران,۱۳ اسفند ۱۴۰۲،‏ ۱۵:۳۳
94,استخدام کارشناس DevOps,شرکت پایانه های داده ای نوین از بین افراد خلاق و مسلط در حوزه DevOps دعوت به همکاری می نماید.  آماده همکاری به صورت تمام وقت به صورت حضوری در محل شرکت دارای روحیه کار تیمی، منظم، دقیق، پیگیر و قانونمند مسئولیت پذیری و مدیریت وظایف جهت تحویل در زمان مناسب مسلط به جستجو و یافتن راه حل ,داده پردازان بنیان آوا,https://quera.org//magnet/jobs/v7j68,"['Logstash', 'Kibana', 'Virtualization', 'SQL', 'Zabbix', 'Junior', 'تمام وقت']",تهران,۱۳ اسفند ۱۴۰۲،‏ ۱۲:۱۶
95,استخدام توسعه‌دهنده بک‌اند (Python),شرکت رانک یک شرکت فعال در حوزه خدمات بانکداری است. در رانک ما چند محصول مختلف در حوزه بانکداری داریم که برای تکمیل تیم  توسعه، به دنبال برنامه نویس های بک اندی هستیم که علاوه بر تجربه در زبان Python، تجربه کار با معماری میکروسرویس هم داشته باشه.اگر یک توسعه دهنده «باتجربه» بک اند هستی و تمایل داری به تیم رانک بپیوندی، رزومه تو برامون بفرست.,سامانه پایاپای رانک,https://quera.org//magnet/jobs/6pm6j,"['Django', 'Git', 'Python', 'Senior', 'تمام وقت']",تهران,۱۳ اسفند ۱۴۰۲،‏ ۱۱:۰۸
96,استخدام برنامه‌نویس ASP,مهارت های ضروری:  مسلط به #C مسلط به EF Core آشنایی با دیتابیس PostgreSQL  مهارت های امتیازی:  قدرت تحلیل توانایی جستجوی دقیق اینترنتی توانایی کار تیمی پیگیری دارای انگیزه یادگیری  محل شرکت: تهران/ دانشگاه صنعتی شریف سابقه کار مرتبط: مهم نیست حداقل مدرک تحصیلی مورد نیاز: مهم نیست,شرکت توسعه و نوآوری آفرینش سلام,https://quera.org//magnet/jobs/pp6jx,"['.NET', 'PostgreSQL', 'ASP.NET Core', 'C#', '.NET Core', 'Senior', 'تمام وقت']",تهران,۱۲ اسفند ۱۴۰۲،‏ ۱۸:۳۴
97,استخدام توسعه‌دهنده (Front-end (React,گروه ایساتیس پویا ، به دنبال جلب یک توسعه دهنده پایتون با انگیزه. اگر شما علاقمند به چالش های فنی و همچنین محیط کار صمیمی هستید، ما منتظر همکاری با شما هستیممهارت های مورد نیاز:  تسلط به حداقل یکی از فریم ورک های UI تجربه کار با کتابخانه های state-management تسلط کامل به React.js و Next.js توانایی نوشتن کد های خوانا، تمیز، استاندارد و قابل آزمایش تجربه کار با Docker و CI/CD تسلط به Git و مفاهیم Gitflow تسلط کافی بر REST API  آدرس محل کار: یزد، بلوار جمهوریتوجه: فقط متقاضیان حاضر به همکاری حضوری در محل کار موردنظر ما، بررسی خواهند شد.,Isatis Pooya,https://quera.org//magnet/jobs/86kqq,"['Next.js', 'JavaScript', 'React', 'Junior', 'تمام وقت']",یزد,۱۲ اسفند ۱۴۰۲،‏ ۱۶:۲۹
98,استخدام کارآموز شبکه,شرکت خدمات انفورماتیک به منظور تأمین بخشی از نیروی انسانی مورد نیاز خود در حوزه شبکه، از طریق برگزاری دوره آموزشی، اقدام به جذب کارآموز می نماید. این دوره به صورت رایگان و طی مدت زمان ۳ تا ۴ ماه در محل شرکت برگزار خواهد شد و در طول دوره مبلغی به عنوان کمک هزینه آموزشی به فراگیران تعلق خواهد گرفت. شایان ذکر است در صورت گذراندن دوره های آموزشی تخصصی، کسب موفقیت در آزمون نهایی و محرز شدن برخورداری از روحیه مثبت همکاری، امکان استخدام در شرکت میسر است. مزایای کارآموزی:  ارائه آموزش های رایگان در حوزه تخصصی مورد نظر جهت ورود به بازار کار. اعطای کمک هزینه آموزشی به کارآموزان در طول دوره. امکان استخدام در شرکت خدمات انفورماتیک و شرکت های تابعه؛ مشروط به احراز شرایط موردنظر سازمان. ارائه گواهی نامه معتبر حضور در دوره؛ مشروط به احراز شرایط موردنظر سازمان.     ,شرکت خدمات انفورماتیک,https://quera.org//magnet/jobs/r7qkr,"['Network', 'Intern', 'تمام وقت']",تهران,۱۲ اسفند ۱۴۰۲،‏ ۹:۴۵
